,Address,Price,Beds,Website,Posted,Area,Minimum_Beds,Maximum_Beds,Minimum_Cost,Maximum_Cost,Average_Cost
689,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
690,101 E Green St,1128,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1128,1128,1128
691,207 E Green St,1576,4,Hotpads.com,Recently Updated,Champaign,4,4,1576,1576,1576
692,109 E John St,1647,3,Hotpads.com,Recently Updated,Champaign,3,3,1647,1647,1647
693,506 W. White,550,1,Hotpads.com,Recently Updated,Champaign,1,1,550,550,550
694,1006 S 3rd St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
695,515 Bash Ct,1587,3,Hotpads.com,Recently Updated,Champaign,3,3,1587,1587,1587
696,305 W Green St,1482,3,Hotpads.com,Recently Updated,Champaign,3,3,1482,1482,1482
697,309 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
698,311 E Daniel St,1407,3 - 4,Hotpads.com,Recently Updated,Champaign,3,4,1407,1407,1407
699,The Dean Campustown,709,-4,Hotpads.com,Recently Updated,Champaign,,4,709,709,709
700,705 S 1st Street,1300,2 - 4,Hotpads.com,Recently Updated,Champaign,2,4,1300,1300,1300
701,Lincolnshire West,625,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,625,625,625
702,Westgate Apartments LLC,590,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,590,590,590
703,The Legends,980,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,980,980,980
704,Baytowne Apartments LLC,985,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,985,985,985
705,520 Neil,1595,2,Hotpads.com,Recently Updated,Champaign,2,2,1595,1595,1595
706,Windcrest Apartments,395,-2,Hotpads.com,Recently Updated,Champaign,,2,395,395,395
707,2401 Clayton Blvd,735,-1,Hotpads.com,Recently Updated,Champaign,,1,735,735,735
708,Watersedge Apartments,875,1 - 3,Hotpads.com,Recently Updated,Champaign,1,3,875,875,875
709,217 South,1295,1 - 2,Hotpads.com,Recently Updated,Champaign,1,2,1295,1295,1295
710,1617 S Mattis Ave,1000,4,Hotpads.com,Recently Updated,Champaign,4,4,1000,1000,1000
711,1317 Frederick St #WEST,1000,2,Hotpads.com,Recently Updated,Champaign,2,2,1000,1000,1000
712,305 West Washington Street - 1,850,2,Hotpads.com,Recently Updated,Champaign,2,2,850,850,850
713,2708 Judith Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
714,"2 bed, 911 sqft, $855",855,2,Hotpads.com,Recently Updated,Champaign,2,2,855,855,855
715,1313 Hollycrest Dr,950,3,Hotpads.com,Recently Updated,Champaign,3,3,950,950,950
716,704 W White St,610,1,Hotpads.com,Recently Updated,Champaign,1,1,610,610,610
717,404 E Stoughton St,1190,2 - 3,Hotpads.com,Recently Updated,Champaign,2,3,1190,1190,1190
718,1806 Park Haven Dr,1650,3,Hotpads.com,Recently Updated,Champaign,3,3,1650,1650,1650
